The characters and the story line. I love Bernard and Delores.,story line/line/love bernard/delores/characters
"I love the concept of AI beings achieving sentience, and the cast is amazing individually and together. The evolving issues and pace are perfect and draw you in like good sci-fi used to do.",beings achieving sentience/achieving sentience/beings achieving/amazing individually/like good sci
hbbyuy,hbbyuy
Compelling characters and great story lines!,great story lines/compelling characters/story lines/great story/compelling
Never know what's going to happen. It keeps me guessing.,never know/never/going/happen/going to happen
It's unique,unique
it compels you to keep following looking for explanations and answers,keep following looking/keep following/following looking/answers/explanations and answers
it grabs my attention from beginning to end of every episode,every episode/episode/grabs/attention/beginning
The writing and story line MADE it a good show. Now the writing and story line is terrible. Stopped watching halfway through the second episode of the new season.,story line made/line made/good show/story line/made
THrilling show.very interested,thrilling/interested
good quality acting. love sci fi shows in general. Love the way the robots think/act so much like humans but are completely different in motivations. Want to see what happens next.,good quality acting/good quality/quality acting/good/acting
The characters in the show and the story line.,story line/line/characters/show/story
na,
LOVE DELORES ROLE,love delores role/love delores/delores role/love/role
I remember seeing the movie when I was younger. This is a good adaptation of it.,remember seeing/younger/remember/seeing/movie
The characters and the storyline,storyline/characters
I have only seen one show but I guess the fact that it pertains to science fiction.,seen one show/one show/seen one/show/science fiction
The plot,plot
Fun,fun
it has such a good storyline and great characters!,great characters/good storyline/characters/good/storyline
The plot and storyline,storyline/plot and storyline/plot
Dolores’ storyline. She is a strong feminine chsracter,dolores/storyline/feminine chsracter/chsracter/strong feminine chsracter
ajdflajdfkjsadf;js;fsjaf,
"High quality, interesting story",high quality/interesting story/high/quality/interesting
Good flick,good flick/good/flick
A good show offers an escape from the real world without being stupid and/or too complicated.,good show offers/real world without/good show/show offers/real world
nothing,nothing
My husband watches it and I see some of the show while he watches it.,husband watches/watches/husband/see/show
"The appealing action, story, show",story/show/appealing action/action/appealing
It’s visually stunning with compelling characters and fantastic premise but so damn hard to follow. I usually have to watch each episode twice to understand what happened,visually stunning/compelling characters/fantastic premise/damn hard/visually
"This third season lost all of its charm to me. The end of the second season was so confusing, and the beginning of this one is not interesting. Super disappointed.. will probably not watch the rest of this season",third season lost/third season/season lost/season/third
Nothing,nothing
The special effects and acting are good.,special effects/good/acting are good/special/effects
The look into the future. The cast is great actors.,future/great actors/look/actors/cast
It's ciol,ciol
The fact that it integrates elements of westerns into it.,integrates elements/fact/integrates/elements/westerns
"Heard good things including cast, writing & special effects",heard good things/things including cast/special effects/good things including/writing
Not sure,sure
Very funny,funny
Its a good show because it allows you to see what could be.,good show/good/show/allows/see
i like to imagine how our progress is inevitably our destruction,destruction/inevitably our destruction/like/imagine/progress
it is very futirwitic to me and an escape,escape/futirwitic
the evolution of humans and robots and how we are becoming so intertwined,humans and robots/intertwined/becoming so intertwined/evolution/humans
I am a big fan of the science fiction genre and Westworld has great acting and graphics,science fiction genre/big fan/science fiction/fiction genre/great acting
"The series delves deep into the ethics of artificial intelligence,I like it for that",series delves deep/artificial intelligence/series delves/delves deep/intelligence
bring more actresses,bring/actresses/bring more actresses
It makes me happy when I watch it,makes/happy/watch/makes me happy
"I've been hooked since the beginning of season 1. The show is mesmerizing, outstanding cast, acting and writing. Just love it. I've not yet watched season 3 it's on my DVR but plan to start it very soon.",hooked since/outstanding cast/hooked/since/beginning
"It continues a narrativre and how AI is evolving into ""real"" peoplw",real/peoplw/continues/narrativre/evolving
The science fiction aspect of it and how it’s based on an older movie. I also think it being on HBO is a plus because it is not as limited as it would be on a cable network like ABC,science fiction aspect/older movie/science fiction/fiction aspect/network like abc
The characters. The storyline makes a good show.,characters/good show/storyline makes/show/storyline
I keeps you guessing. You never really know what's going to happen next.,guessing/keeps you guessing/happen next/never really know/keeps
Futuristic creations,futuristic creations/futuristic/creations
Complex storytelling,complex storytelling/complex/storytelling
I like the cast and the story line its new and original,like the cast/story line/original/new and original/like
they keep it interesting who knew delores was the original and everyone after was a piece of her now it makes you wonder who really created delores and why also seracs brother was supposed to be the crazy one i am really questioning that i think serac is the mental one,knew delores/really created delores/also seracs brother/delores/created delores
"originally it was the tie to the original movie, but I just enjoy the acting, production value and stories",original movie/production value/originally/movie/acting
The future of A.I. and the fantasy,fantasy/future
good,good
the complexity of the story and timeline,timeline/story and timeline/complexity/story
"The production has been solid throughout all the seasons with great writing, acting and overall story telling. The show is exciting and gives alot to talk about with fans.",overall story telling/great writing/story telling/solid throughout/overall story
The cast members,cast members/members/cast
I like the concept but just haven’t gotten around to watching past the first half of season 1,gotten around/watching past/first half/gotten/like
"nothing really. I am not into that type of show, I like realistic shows, subject matter I can relate to",nothing really/like realistic shows/nothing/really/realistic shows
Is excellent and very good quality,good quality/quality/excellent/good
The story is like nothing else on TV and keeps me entertained and hooked,like nothing else/like nothing/nothing else/hooked/entertained and hooked
engaging and fresh,engaging/fresh/engaging and fresh
great its good,great/good/great its good
nice cool,nice cool/nice/cool
I love you so I’ll see you soon bye love you guys love you too love you so I’ll see you tomorrow love you guys love you too love you so much love y’all I’ll see you soon love you guys bye love you guys love you too bye love you guys love you too bye,love/guys love/love you guys/guys/bye
mellow,mellow
The actors and some of the plots of the episodes.,episodes/actors/plots
The futuristic elements and the Wild West vibe blend really well. There is an all star cast list.,wild west vibe/west vibe blend/blend really well/vibe blend really/wild west
No u are the me do un beso a la gente a tu alrededor de tu parte te quiero te extraño te quiero un abrazo grande a todos gracias gracias te quiero un abrazo grande a todos gracias gracias te quiero,quiero/gracias/todos gracias gracias/gracias gracias/todos gracias
very good,good
Definitely the actors,definitely/actors/definitely the actors
The artificial intelligence aspect,artificial intelligence aspect/intelligence aspect/artificial intelligence/aspect/artificial
The well-known actors and the overall plot. The futuristic elements make it all the more exciting.,known actors/overall plot/futuristic elements make/well/known
I like how it's a creepy amusement park and only certain people can get in.,creepy amusement park/creepy amusement/amusement park/certain people/like
the characters and actors,actors/characters and actors/characters
The mystery surrounding the storyline,mystery surrounding/storyline/surrounding the storyline/mystery/surrounding
I have always loved robot shows and the grittiness like game of thrones is what keeps me watching. The nudity could be increased tastefully and *&@!# scenes would be favorable. Longer seasons are also something I want.,always loved robot/loved robot shows/grittiness like game/always loved/loved robot
the spirits are getting more exciting and intense,intense/exciting and intense/spirits/getting/exciting
Westworld draws me by being futuristic and thought provoking. This show has taken the sci-fi genre to another level of entertainment which I enjoy.,westworld draws/thought provoking/westworld/provoking/draws
The interesting plot,interesting plot/plot/interesting
everything really,everything really/everything/really
The main story line. It's interesting.,main story line/story line/main story/interesting/line
good,good
It is interesting and the the story lines keep me curious.,story lines keep/story lines/lines keep/curious/story
good,good
I like when there are twists in a show I do not see coming. Westworld always has many of these.,see coming/coming/westworld always/like/twists
"I always seem to be confused and yet it draws me back in, because I want answers. It’s inviting because you hope something will get answered in the next episode, which maybe only 25% of your questions get answered, but it still keeps me coming back.",want answers/always seem/answers/get answered/questions get answered
Character arch,character arch/character/arch
The idea of a park where people can let their darker side loose without fear of consequences. It was an interesting look into the human psyche to see what lies just below the surface.,darker side loose/side loose without/loose without fear/darker side/side loose
I love sci fi in general but I really liked the whole robot part. I think robots are still something that’s interesting and it brings up questions of whether or not it’s ok to be a bad person just because you think somethings not human. I love the drama overall and the characters working together.,love sci/whole robot part/general/sci/robot part
The storyline really keeps me wanting to see what happens next,storyline really keeps/happens next/storyline really/really keeps/next
"Everything about it, the whole concept",whole concept/everything/concept/whole
I like the Sci Fi genre and the focus on futuristic elements. It is a unique plot with unique futuristic possibilities that could exist in real life.,futuristic elements/sci/elements/sci fi genre/like the sci
"Everything was perfect, I think",everything/perfect/think/everything was perfect
The acting is superb. Storyline is complex and intriguing. Shows keeps me guessing what will happen next.,superb/acting is superb/acting/shows keeps/happen next
The futuristic aspect of the show is very interesting. The different twists they have added is also interesting. I hope they reopen the park.,futuristic aspect/also interesting/interesting/futuristic/aspect
The futuristic style and the dialogue in the show is very appealing to and makes me very interested to watch more. I think this combined with the number of talented actors makes this a good show.,futuristic style/talented actors makes/actors makes/good show/show
the girls are hot,hot/girls are hot/girls
The whole thing is intrigue built on top of itself in a fascinating way.,fascinating way/whole thing/intrigue built/way/whole
i into this show is so good,good/show
"The way it relates to issues today, but still is fantasy. The story, writing and acting are incredible.",issues today/today/fantasy/still is fantasy/way
great quality each episode is good whit some boring scene but excellent,great quality/good whit/boring scene/great/excellent
"The acting and storylines are great, the plot is new.",great/new/storylines are great/plot is new/acting
make the plot clearer,plot clearer/make/clearer/make the plot/plot
THIS SHOW CONCEPT VERY EXCILENT,show concept/concept/show/excilent
It is a cool show,cool show/show/cool
I'm fascinated with artificial intelligence and I love the actors,artificial intelligence/fascinated/actors/fascinated with artificial/love the actors
"in the beginning it was new and different, and kept you guessing as to what was going to happen, and who was going to show up where. Then it became predictable, as if the writers had run out of ideas for the plot",going/different/happen/became predictable/going to happen
Storyline,storyline
my husband made me watch this shows and my first impressions i dont like it until my husband keep watching it until i understand the story and it was cool very exciting movie,husband keep watching/exciting movie/first impressions/keep watching/husband made
"It is fun, entertaining and full of interesting events",interesting events/fun/entertaining/events/entertaining and full
"Great acting across the board, but Aaron Paul is the best it’s one his best roles",aaron paul/great acting across/great acting/acting across/aaron
Los robots de un parque de diversiones futurista basado en el Salvaje Oeste enloquecen y se convierten en una amenaza para los visitantes.,salvaje oeste enloquecen/salvaje oeste/diversiones futurista basado/oeste enloquecen/diversiones futurista
has character interesting and good brand,good brand/character interesting/brand/character/interesting
new story line,new story line/new story/story line/new/line
im drawn into the characters and i wanna see how this plays out,wanna see/drawn/characters/wanna/see
Cast overall,cast overall/cast/overall
The futuristic aspect,futuristic aspect/aspect/futuristic
The characters,characters
the story line and the actors the 1st season was great,story line/1st season/great/season was great/story
The adventure and anticipation keeps me hanging on.,anticipation keeps/adventure/anticipation/keeps/hanging
The imagination becoming reality is pretty cool. The sci-fi aspect of the the show is trilling.,imagination becoming reality/pretty cool/imagination becoming/becoming reality/cool
all the cast members and the plot and how twisted it is.,cast members/cast/members/plot/twisted
"I just love all the complex twist in the story, it keep me watching",complex twist/story/watching/keep me watching/love
"I think the show is fantastic because it is unique in its storytelling, has compelling characters, features a diverse, talented cast, and is in high in production quality. I enjoy watching each week to catch up on the mysteries and trying to make guesses about twists and what's going to happen. I can never quite predict everything going on and that's part of the fun, getting to be surprised and engaged every week.",talented cast/compelling characters/production quality/storytelling/characters
it is a high energy show,high energy show/energy show/high energy/show/high
HBO high quality direction and overall production.,hbo high quality/hbo high/high quality direction/overall production/hbo
The use of innovation technology and the overall cast of actors and the storyline is interesting that keeps you on the edge of your seat.,innovation technology/overall cast/seat/use/innovation
great things her erugtnow ove ryjerer,erugtnow ove ryjerer/great things/ove ryjerer/erugtnow ove/great
"The characters, Ed Harris, and Aron Paul",aron paul/harris/paul/aron/characters
The cast and the plots,plots/cast
"intelligent dialogue and plot direction, superior acting, beautiful cinematography",superior acting/beautiful cinematography/intelligent dialogue/plot direction/intelligent
I love the concept,concept/love the concept/love
great,great
the backstory and the evolution of the characters,characters/backstory/evolution
remember the original movie so it is fun,original movie/remember/fun/remember the original/original
The beauty of Evan Rachel Wood. Her character and looks are mezmorizing.,evan rachel wood/rachel wood/evan rachel/wood/evan
I liked this all time,time/liked
So unique,unique
Nothing,nothing
characters and concept,characters/concept/characters and concept
it is different than other shows that are on in a good way,good way/way/different/shows/good
Has some of my favorite actors. It's a great show cause it is unique in its settings and storylines. It's different from other shows.,favorite actors/great show cause/actors/favorite/great show
The concepts of AI and personal identity it explores,personal identity/explores/identity it explores/concepts/personal
The novel concept of the show.,novel concept/show/novel/concept
"Makes us think, makes your imagination wander",imagination wander/makes/think/wander/makes us think
Everything. I can’t pick just one. Seriously love this show,everything/pick/one/seriously/show
I think it's interesting how the AI become so real and adapt and change to be like real people. It really makes you think.,like real people/real people/like real/interesting/people
The movie and book it is based on.,movie/book/based/movie and book
I don't like the sci-fi ness of it. So I don't plan to watch anymore,like/sci/like the sci/watch anymore/ness
season 1 was poor. I lost all interest in this show from that point. I won't be watching anymore,season/poor/watching anymore/point/anymore
This show has nothing that I would be interested in,show/nothing/would/interested/show has nothing
Very addicting,addicting
"Love the AI, becoming aware, aspect. Seems like plausible view of our future.",becoming aware/aspect/love/becoming/aware
I really like that now that Dolores is outside the park shes replacing people with duplicates with the pearls she took from the park. it adds a sense of tension to the show you don't know who to trust,really like/replacing people/people with duplicates/park/dolores
I love the show,show/love the show/love
good so,good
I love everything about it. I like that it twists I love the actors and characters. My fiance likes it so we can watch it together. I like that it has many different sets not just in one place.,love everything/love/everything/like/fiance likes
everything the whole element of the story,whole element/everything/story/everything the whole/whole
It is like unraveling a puzzle,like unraveling/puzzle/like/unraveling
The great story,great story/story/great
I am interested in the artificial intelligence aspect and the complex storylines.,artificial intelligence aspect/complex storylines/artificial intelligence/intelligence aspect/storylines
"Wonderful sets, interesting storyline, surprises",wonderful sets/interesting storyline/surprises/wonderful/sets
It seems relevant to current events. What drew me to want to watch the show was how many people are talking about it,current events/seems relevant/events/seems/relevant
It is interesting and has twists and turns,turns/twists and turns/interesting/twists
It's an interesting show,interesting show/show/interesting
It’s addicting,addicting
The themes are interesting and thought provoking.,thought provoking/provoking/themes/interesting/thought
I like sci-fi shows,like sci/sci/shows/like
Great acting,great acting/great/acting
Special effects,special effects/special/effects
The acting the sets and the story,acting the sets/story/acting/sets
I would like to start from the beginning and watch all of them,would like/would/like/start/beginning
Story acting and production.,story acting/story/production/acting and production/acting
nothing,nothing
I like my futuristic it is and it's not like anything else that's on TV right now.,futuristic/like/like my futuristic/like anything/anything
THE STORIES AND CONCEPT OF THE SHOW IS UNIQUE,unique/show is unique/stories/concept/show
the storyline,storyline
Nothing makes me want to watch it.,nothing makes/nothing/makes/want/watch
"everything, it is a so good serie, so different and interesting",good serie/everything/serie/interesting/different and interesting
I like the overall sci-fi theme and the idea that there is a simulation people are living in,overall sci/simulation people/sci/like/overall
The first season was great and 8 lived it and it just sucked me in. I like that it was so confusing and weird,first season/first/season/great/lived
They are able to tie everything back in,tie everything back/tie everything/everything back/able/tie
The futuristic amusement park which is looked after by robotic host. I also like the aspect of the artificial intelligence consciousness.,futuristic amusement park/robotic host/futuristic amusement/amusement park/artificial intelligence consciousness
The over all show need to make time to watch it,show need/need to make/make time/show/need
Everyone talking about it,everyone talking/everyone/talking
Good,good
"Now of course, a series doesn't have to satisfy all these conditions to be great. Some shows don't have a good atmosphere, or interesting topics, or great characters, and are still very good.I think it.",course/great/great characters/series/satisfy
The multicultural cast.,multicultural cast/cast/multicultural
is excellent,excellent
I love all the chaos and action,action/chaos and action/love/chaos
Spiritual Components,spiritual components/components/spiritual
It's original compared to everything else that's on TV right now. It's a bit hard to follow but that makes it exciting. It makes me want to rewatch it to understand it better and it also gives me something to talk about with other people that watch the show. I think it's a show that can be watched over and over again and each time it gives you a better insight. It's a show that makes you think. I also like the actors and am really happy to see Aaron Paul on a show again after watching him for so long on Breaking Bad.,original compared/everything else/show/makes/see aaron paul
I like it because it is an intersection of the near future and reimagined past.,reimagined past/near future/past/like/intersection
"Because it has a great plot, story, characters,and a lot of drama, which is always good to have",great plot/always good/story/characters/plot
I like it cause it’s about robots and what happens when they revolt.,like it cause/revolt/like/cause/robots
it is very modern with interesting twists,interesting twists/twists/modern/interesting/modern with interesting
I loved the first season! After that it’s so hard to follow.,first season/season/loved/first/follow
The cast.,cast
The drama and the suspect and the script is just good overall.,good overall/overall/drama/suspect/script
I love the story line. And I am curious what’s going to happens nex,story line/line/happens nex/love/story
it's very entertaining,entertaining
I just love the sci fi aspect. Don't care for regular real life world shows,aspect/sci fi aspect/love/sci/world shows
It is compelling without being too complex. While sometimes hard to fully understand it is never a dull moment.,compelling without/complex/dull moment/compelling/without
It's a complex storyline,complex storyline/storyline/complex
"the cast, features and music",cast/features/music/features and music
i love the role of rancher's daughter.,daughter/rancher/role of rancher/love/role
I like it,like
"I love this show, it is my Wife's favorite show that we watch together too so it goes a long way! Would recommend adding some more star power because this is a fantastic premise and overall A+ + storylines.",long way/favorite show/watch together/wife/favorite
The whole theme of the show is great,whole theme/great/show is great/whole/theme
It is ominous and mysterious. I like the darkness,mysterious/ominous and mysterious/ominous/darkness/like
Love the dark future,dark future/love/future/love the dark/dark
The story/plot drives me into it the most as I am fantasized by how good it is,plot drives/story/plot/drives/fantasized
is really great tv show,really great/show/great tv show/really/great
"It really doesn't seem like my thing. If I've watched it, it's because I was watching something else and left it on/waiting for something.",seem like/watching something else/seem/thing/like my thing
The fact that it's on hbo and is high production. The music is really amazing as well,high production/production/fact/hbo/high
i like the overall story of the show and i like to see what will happen next in the story.,overall story/show/like/story/overall
"I like that it has a diverse cast and crew, I like how interesting it is, and I like that it is a high quality show.",diverse cast/like/high quality show/crew/cast and crew
No iption,iption
It has an interesting narrative,interesting narrative/narrative/interesting
It is a concept never before filmed and produced,concept never/produced/filmed and produced/concept/never
this is very excellent,excellent
Its the futuristic vibe of the show.,futuristic vibe/show/futuristic/vibe
The front page of the show it shows robot so I tried it out and the name I like robots and western cilvaltion stuff like cowboys and stuff,shows robot/front page/robot/western cilvaltion stuff/cilvaltion stuff like
how big the show is,big/show/big the show
A very good show with a very good history,good history/good show/good/history/show
"that it is a unique series, with science fiction components",science fiction components/unique series/fiction components/science fiction/series
the twist and turns it has,twist/turns/twist and turns
i enjoyed the acting and the idea of a robot run theme park from watching the original show with yul brynner. i like science fiction overall and the set design and story lines are very good quality and interesting.,robot run theme/run theme park/yul brynner/enjoyed the acting/robot run
it's a different type of show I've never seen,never seen/different type/never/seen/different
I like the futuristic dystopian setting. I always enjoy sci fi movies and shows and this is a good fit. Like man y of HBO's shows it is high quality and makes it interesting to watch each week. I love the idea of living out your fantasy in this future world theme park.,futuristic dystopian setting/dystopian setting/futuristic dystopian/setting/futuristic
it be what it be. I like what it do. I be watching that next season when it comes out too.,next season/like/watching/next/season
HAVE ONLY SEEN 1 EPISODE,episode/seen
Watched some of season 1. It was pretty good but we just stopped and never went back. Maybe I’ll catch up again sometime but just not something I’m going out of my way for,watched/season/pretty good/good/went back
I enjoy everything about the show.,enjoy everything/show/enjoy/everything
Good to pass the time,good/time/good to pass/pass the time/pass
The characters are unique. The acting is awesome,unique/characters are unique/characters/awesome/acting
I just like the plot - and how it is different than regular tv,plot/like the plot/like/different/regular
It does an amazing job of character development and exploration. The storyline is incredible and thought provoking,amazing job/character development/exploration/development and exploration/thought provoking
Futuristic design and development of idealized society and technological innovation,futuristic design/technological innovation/idealized society/futuristic/innovation
the ai is so far advanced,far advanced/advanced/far
Difference,difference
I want to see where it leads and how they are going to wrap it up. Specifically the story of the man in black and how he will find his way to delores,specifically the story/want/see/leads/going
vs Ravens18Bears - NS23160 20vs Patriots28Bears - NS11120 30at Cowboys1015Bears - NS3930 40vs Chargers,ns23160 20vs patriots28bears/ravens18bears/ns23160 20vs/20vs patriots28bears/ns23160
i love that it is so action packed and i love the story line of delores,action packed/packed/love/action/delores
The overall plot and cast are super entertaining and intriguing,overall plot/super entertaining/intriguing/entertaining and intriguing/overall
It’s complex and intelligent,complex/intelligent/complex and intelligent
The story and the unique look of the show,unique look/show/story/unique/look
The storyline and the actors,actors/storyline
Some few is unclear to me.,unclear
Told by others to watch,told/watch/told by others/others to watch/others
"it intriguing, good photography and good acting",good acting/good photography/intriguing/acting/photography and good
It is interesting.,interesting
getting boring,getting boring/getting/boring
"I think it will be a yes, and it will be a very good show.",good show/yes/show/think/good
"The characters are so interesting and complex, the plot twists are so exciting, and the thrill and suspense never end.",suspense never end/never end/plot twists/suspense never/complex
yes.it is very good show,good show/show/good
I like how odd and controversial it is,like/odd/controversial/like how odd/odd and controversial
I find it so interesting to watch about an alternative reality. It is just interesting and intriguing in general.,alternative reality/reality/interesting/find/watch
It is has an engaging plot. I enjoy the action and plot twists. Show has great cast.,engaging plot/plot/plot twists/engaging/twists
i like the show,show/like the show/like
"It's different from other shows. It may be confusing at times, but I like that it makes me think. Sometimes I have to watch an episode a few times to figure out exactly what is going on, and even then I don't always catch everything.",different/shows/always catch everything/times/always catch
I just think the whole concept is interesting. AI technology is already here. Who knows what the future holds.,whole concept/interesting/concept is interesting/think/whole
Quality,quality
I loved when it first showed the revealing of who was human and who was AI. As the show progressed it was awesome to watch AI realize they were being used and for them to come into their own and rewrite their own programs to keep from being a slave to human programming. Now it's fun to watch as Delores is going for payback.,first showed/human programming/human/loved/first
I love the whole concept and have read part of the book.,whole concept/read part/book/love/whole
I love sci fi shows and Aaron paul is what makes it a good show,aaron paul/good show/love sci/aaron/show
Westworld is intriguing and is what I need right now to binge watch while the state is on lockdown.,westworld is intriguing/need right/binge watch/westworld/lockdown
"Just the great acting,the cast makes it realistic.",great acting/cast makes/acting/realistic/makes it realistic
The futuristic components and backstory,futuristic components/backstory/components and backstory/futuristic/components
I love the cast and the interactions between the characters. They're believable. The cast does a great job of portraying the characters and making them believable.,love the cast/believable/cast/love/interactions
It gives me something to think about.,gives/something/think/gives me something/something to think
I like the sci-fi aspect of the show,sci/show/like the sci/like/aspect
good like,good like/good/like
My friends like it so I watch it. It’s a unique show unlike any others,friends like/friends/like/unique show unlike/unique show
this is very excellent so i like it,excellent/like
I don'tknow,
Ed Harris,harris
The aspect of artificial intelligence,artificial intelligence/intelligence/aspect/artificial/aspect of artificial
The whole aspect of a.i s,whole aspect/whole/aspect
The acting and writing is fantastic. The special effects are brilliant. It's a bit convoluted though and difficult to follow. I'm sticking with it in hopes it will get easier to follow.,fantastic/follow/writing is fantastic/acting/writing
im not sure about this i just like it,sure/like
great show and storyline,great show/great/storyline/show and storyline/show
It brings you into a world of obscurity and it makes you think a good bit about what happened after you end each episode in which I love discussing with friends,good bit/love discussing/friends/discussing with friends/brings
The concept of the show. I need to catch up and binge watch during the time that I am working from home due to the covid 19. I will be able to catch up and I think I'm really going to love it once I watch from beginning to now.,show/concept/catch/home due/binge watch
I like the element of sci-fi mixed with real world action. I like that each season has a theme it's shown and played out strong throughout the season. I like that the show isn't afraid to have strange and out this world characters and cast people you wouldn't expect to be on the show. I like that each season the show evolves into something that blows my mind away and has trying to figure out what the next move of the characters will be.,real world action/world action/like/real world/season
It's complex and requires multiple viewings,requires multiple viewings/multiple viewings/requires multiple/complex/viewings
different than other brands,different/brands
fantasies through artificial consciousness.,artificial consciousness/fantasies/consciousness/fantasies through artificial/artificial
I can't wait to see how it unfolds,wait/unfolds/wait to see/see
It sci fy stories and interesting plots it introduces,interesting plots/introduces/plots it introduces/sci/stories
The first season was excellent overall,excellent overall/first season/overall/first/season
The characters themselves and the plot of the show draw me in every time a new episode airs.,new episode airs/episode airs/show draw/every time/new episode
Good writing and cast,good writing/good/cast/writing and cast/writing
I think the charters are written in a venue and never on HBO. And has a good awards,hbo/never on hbo/good awards/think/charters
The fascination about how AI will evolve to challenge humanity,challenge humanity/humanity/fascination/evolve/challenge
"I need to get caught up on it, but just the sci fi aspect of it and artificial intelligence, and the idea of them having consciousness. It's very complicated but interesting.",artificial intelligence/get caught/intelligence/consciousness/need
Everything,everything
The authenticity of the show is unmatched. It's very entertaining and modern yet colonial.,modern yet colonial/unmatched/show is unmatched/yet colonial/authenticity
WESTWORLD is very excellent show and informative program,informative program/westworld/excellent show/program/excellent
Cast and creator of the show. Special effects. Futuristic outlook. Lots of action and adventure that keeps me wanting more.,cast/show/special effects/cast and creator/creator
Different story,different story/different/story
"all it's good, i like it so much",good/much/like
Aron Paul and the story,aron paul/paul/aron/story
Have something that will keep your eyes to the beginning and end of the show,show/something/keep/eyes/beginning
"hing, about Westworld draws you into this show and makes you want to watch? What makes it a good show? (Please be as detailed and com",westworld draws/hing/westworld/watch/show
I haven't kept up since the first season and I regret that.,first season/kept/kept up since/since/first
Since I didn't watch much all I can say is the plot pretty good and its interesting with the character dynamic,plot pretty good/watch much/character dynamic/plot pretty/pretty good
The acting,acting
The futuristic role of technology and how it drives society,drives society/futuristic role/society/futuristic/role
THE NUDITY AND ORIGINAL MOVIE,original movie/movie/nudity/original/nudity and original
Interesting story line with lots of twists. Plus an outstanding cast,interesting story line/interesting story/story line/interesting/twists
I liked at first to confusing,confusing/first to confusing/liked/first/liked at first
Ed Harris character,harris character/harris/character
The acting,acting
Fantastic cinematography. Superb special effects. Terrific acting performances. Thought-provoking ideas.,fantastic cinematography/fantastic/cinematography/thought/superb special effects
The characters,characters
I love the themes and characters,characters/themes and characters/love/themes/love the themes
too confusing,confusing
Nothing in particular,nothing/particular/nothing in particular
the artificial intelligence aspect.,artificial intelligence aspect/intelligence aspect/artificial intelligence/aspect/artificial
it’s very different and creative and unique,different and creative/unique/creative and unique/different/creative
The characters,characters
"Sci-fi nature of the show, Im not as interested in the show as much now. I've watched Season 1-2 but haven't picked it up for Season 3",sci/season/show/nature/watched season
The writing is unlike the other shows available to watch on tv. I like complex shows that make you think,shows available/shows/writing/unlike/available
Characters and complexity,characters/complexity/characters and complexity
I am not sure,sure
I like all sci-fi movies so the fact it has that future vibe to it. I really like that stuff.,future vibe/sci/like/movies/fact
it is ok,
The suspense and the thrill,thrill/suspense
"nothing like Ive seen before. Exciting, mind blowing, intense and attention getting.",nothing like/exciting/nothing/mind blowing/like
"Well, I was a big fan of the movie. Yes, this show went in a completely different direction, but it is done very well.",big fan/well/movie/completely different direction/yes
story is good,story/good/story is good
"I find that it is a very different take on AI as it pertains to movies/shows and I like the action, drama, and thrill.",different take/shows/movies/drama/pertains to movies
good,good
The show is a suburb twisting narrative where all details matter and the plot twists are meticulously planned and leave you questioning everyone. The details can be scrutinized over and over,suburb twisting narrative/questioning everyone/suburb twisting/twisting narrative/plot twists
its nice like him and very good not boring,nice like/boring/good not boring/nice/like
trying to figure out how the story line evolves and the characters purpose is revelaed,story line evolves/story line/line evolves/characters purpose/trying
Nothing,nothing
NONE,none
It is visually stunning and very well produced. The actors are interesting and the effects are very real.,well produced/visually stunning/produced/visually/stunning
"the story is great and the actors and characters are amazing. its a high quality show that is filmed with the quality of a movie, not like any regulat TV shows",amazing/high quality show/characters are amazing/story/great
"I love how complex and intricate the show is, with the plots within plots, and how in the end they all dovetail together for and overarching story line. I also love how intimate each of the character portrayals are, how they are 'more human' than we 'humans' seem to be at times. How it shows the darker side of humanity, but at the same time how we attempt to strive to be better too.",overarching story line/plots within plots/story line/plots within/within plots
i really liked the original movie westworld so this is an extension of the original movie.,original movie westworld/original movie/really liked/movie westworld/original
BECAUSE MY FRIENDS AND I WATCH WESTWORLD TOGETHER,watch westworld together/westworld together/watch westworld/together/friends
It has a good cast and writing and it explores a topic that no other show or movie is or has covered.,good cast/cast and writing/show or movie/covered/good
The cast just hits home with me. Love Jeffrey Wright and Evan Rachel Wood in particular. They are special talents.,evan rachel wood/love jeffrey wright/hits home/jeffrey wright/evan rachel
The sci fi genre,genre/sci fi genre/sci
"Evolving storyline, characters are complex. The concept of AI as a fantasy that is paid for like going to an amusement park",evolving storyline/evolving/storyline/characters/complex
The outstanding scripts and cast makes it a show on the level of Game of Thrones,level of game/outstanding scripts/cast makes/thrones/game of thrones
interesting characters,interesting characters/interesting/characters
The characters and the possibility of AI,characters/possibility
The excitement,excitement
complex storyline,complex storyline/complex/storyline
the intrique,intrique
It is very edgy and interesting visually. The high definition imagery really showcases the effects so well. It is very immersive. I like the idea of machines learning as well.,interesting visually/visually/high definition imagery/definition imagery really/imagery really showcases
The futuristic aspect of it,futuristic aspect/futuristic/aspect
"It is unpredictable, it has great acting, the stories go in unexpected directions. I like the new direction of the show. It deals with privacy and data issues",great acting/unexpected directions/unpredictable/acting/directions
Not much of anything better on tv,anything better/much/anything/better/much of anything
It’s good sci-fi.,good sci/good/sci
i find it intriguing and the wife likes it quite a bit; we watch the show together.,show together/wife likes/bit/together/find
I like the AI concept they had going on. It was really neat!,like/concept/going/really neat/neat
